#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.00577838940085	-0.0497000783717	-0.00580462787059	-0.00257734621387	-0.00374854514071	-0.000182514834516	0.000536304734694	-0.000257404749016	1.8532809221e-05	-0.000142496611162	0.000253940950426	-9.81704302607e-05	7.87957722404e-05	5.22949841949e-05	3.66166191253e-06	-5.51349037889e-06	-8.3768670631e-07	4.60607080406e-07	2.14104999597e-06	-1.00009189506e-06	5.52396949706e-07	4.88716039623e-08	-3.72936213755e-07	-3.26821492802e-07	-1.18839423782e-07	-3.80899754345e-08	5.28075770966e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	-0.000883771518293	0.00298187688507	-0.00297021578112	-0.000470097892052	-0.000257906255694	-7.43162258043e-05	-0.000125326259825	-6.12364576349e-05	-4.6671443694e-06	6.39600352824e-06	-2.33778540876e-05	-1.66215627995e-05	8.29205610042e-06	5.26322578941e-09	2.0227286328e-06	1.26815633582e-07	-1.03801812937e-07	1.69839964755e-07	2.23281309265e-07	6.84662563798e-08	6.96724452019e-08	-1.30600793898e-08	-4.13440999914e-08	3.81704454121e-10	5.43822088985e-09	-2.89880060468e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.00428710847457	-0.0483726391194	-0.00326989998184	-0.00253279788564	-0.00301846726659	-0.000262521383287	0.000650773679039	-0.000183091036313	8.68551943295e-06	-0.00012188760553	0.000263889787235	-8.61181262557e-05	7.18096815352e-05	4.29417870162e-05	2.92109184561e-06	-3.71177021607e-06	-1.22337139182e-06	4.99113621446e-07	1.983305961e-06	-1.18704956771e-06	6.02459782562e-07	6.59586357225e-09	-4.10317642908e-07	-3.587040275e-07	-1.10371258759e-07	-3.6119553592e-08	5.28075770966e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	-0.000985390392306	0.00289059509169	-0.00287921603528	-0.000445903315644	-0.000235825084275	-6.97608507574e-05	-0.000123638199116	-5.95486437907e-05	-5.43814256781e-06	6.4195984669e-06	-2.25058395014e-05	-1.54250495833e-05	7.20558088935e-06	-2.68476926558e-07	2.51983541755e-06	2.89715530199e-07	8.07903602717e-08	1.14727490772e-07	1.89143739831e-07	4.50603625814e-08	1.0321602412e-07	-1.15179629948e-08	-7.34054421594e-08	-1.99332542814e-08	4.98190212514e-09	-3.70272724302e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.116082359291	0.119958994916	0.0500526529468	-0.0117921587811	0.0119400856071	-0.00344429578168	0.00217347058403	0.000831516087724	-0.000192024394555	0.00101295942162	-0.000299910672836	7.16414233084e-06	-2.73153585908e-05	-0.000130026210169	5.48659164792e-07	-5.11199065744e-06	3.72378682689e-06	-4.00578617506e-06	-2.20874686621e-06	-5.83757499672e-07	-1.18260917498e-06	2.99352905281e-07	-1.95965813243e-07	-4.81454129116e-08	1.87364209232e-07	5.56929226038e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712674e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.116434049326	0.118531120642	0.0507308647603	-0.0126133165839	0.0119546556324	-0.00352266543564	0.00219827601269	0.000798528146899	-0.000208009758299	0.000988779443239	-0.000298534381894	8.94088143443e-06	-1.35710147552e-05	-0.000129044525756	2.24555185701e-06	-5.54936498154e-06	4.10719669307e-06	-3.94685065485e-06	-1.80643599592e-06	-9.33837721207e-07	-1.00825901998e-06	2.34979403996e-07	-2.71224093749e-07	-8.44358582591e-08	2.10911071773e-07	5.7646291843e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712674e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus	-0.00201940315882	0.00112494320993	-0.001012763644	-0.000122277622517	-0.000186443410439	-2.50354302744e-05	-4.82121581247e-05	-9.25380969848e-06	3.53224597437e-06	4.51010788227e-06	-1.80095548115e-05	-8.64529761195e-06	1.70277097665e-07	-3.89457219917e-06	1.98547122418e-06	-2.91026511851e-07	9.31235098704e-08	-1.17753934269e-07	9.19510725453e-08	-1.11148232258e-08	6.23455498835e-08	2.53054882354e-08	-7.91334293187e-08	-3.44543720447e-08	2.77060210807e-09	-2.38969011285e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	-0.117397303995	0.117876019296	0.0523815761375	-0.0143202035904	0.0123906447276	-0.00381659259251	0.00236761033383	0.000782115146859	-0.000217378919363	0.00107922380883	-0.000295348824412	-2.72244693113e-05	-4.77899445561e-06	-0.00013040429275	1.73256968538e-06	-5.17354377556e-06	3.74743598077e-06	-4.24307538116e-06	-2.00318320599e-06	-7.21071100578e-07	-8.59338929163e-07	4.64730936929e-07	-3.58439456357e-07	-1.74961037785e-07	1.83207889484e-07	5.28518596629e-08	5.28075770964e-10	5.72363170156e-10	-2.33693375864e-10	-5.30905339198e-10	5.80339712674e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.0213470243561	-0.0343920179487	-0.0498099726662	0.0102825151525	0.00815910786859	-0.00836553549375	0.00931548819578	0.0022141800022	0.00116634278094	0.000216450563024	-0.000561334660538	0.000262234745544	-0.000539702980545	-0.000174807944163	-1.63808752989e-06	-8.16975127593e-06	-4.89954418268e-06	-1.77809422187e-05	-6.73791358493e-06	-3.32962045164e-06	-4.02484347976e-06	3.6156415486e-06	-1.10095981422e-07	-4.86401702906e-07	1.28178720979e-07	1.71329257745e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	-0.0328553323226	0.0014098154156	-0.0164744609664	-0.0012776585237	0.00092779251507	-0.000158320350377	-0.000901665037529	-0.000301288001944	-1.29550080025e-05	7.85758056058e-05	-0.000127416096001	-4.02907033026e-05	6.89991073133e-05	-2.46831432679e-05	-1.64290330332e-05	-4.07622136911e-06	-9.69682672127e-06	2.11943570345e-06	9.53230009206e-07	4.81990422389e-06	-1.44011937853e-06	-1.21542997497e-07	1.3621585532e-07	7.42897649076e-07	2.53023442758e-07	-1.70243706372e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	-0.0330663233456	-0.00547828442203	-0.00560778012375	0.00089290160568	0.00296468623098	-6.16399865566e-05	-0.000380089977124	6.93636199094e-06	-2.89427588727e-05	6.02092784237e-05	3.85548436293e-06	1.65212704763e-05	9.59464552137e-06	-4.55377917843e-05	1.37160096649e-06	2.49621662702e-06	-9.12858854227e-07	1.22628580064e-06	1.30110353058e-06	-3.99458954387e-08	5.3124855528e-07	-3.94397983675e-07	-2.11075182733e-07	-4.85205029653e-08	3.2965094169e-08	-1.50282058075e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even1;k__Bacteria;Other;Other;Other;Other;Other	0.36792051422	0.0454478216954	0.0414921720205	-0.0136764489323	-0.0137592486327	0.0103075732865	0.00134976694978	0.000839528779832	6.2723228248e-05	-0.000916334172924	-0.000736994886187	-0.000221044206414	-4.43808851386e-05	0.000326772726438	-4.76484991429e-05	-2.91775797939e-06	8.96000993498e-06	-8.72625510823e-06	-1.58131257297e-05	2.59196062947e-06	-5.27422186305e-06	2.49990291441e-06	2.50298710948e-06	1.46812642415e-06	1.59726494256e-07	2.09614654426e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;Other;Other;Other;Other;Other	0.366658399585	0.0449978847582	0.0409489659312	-0.0136103286818	-0.0132859006251	0.0104163333839	0.00137517352916	0.000846747867273	1.87682261021e-05	-0.000928321749613	-0.000705261329145	-0.000222026637571	-2.4496153083e-05	0.000326554310359	-5.29324761351e-05	5.58703276641e-07	9.43245390094e-06	-9.29327804509e-06	-1.47422584354e-05	2.65685667033e-06	-5.24756880762e-06	1.7560643807e-06	2.42065784671e-06	1.40890048958e-06	2.44981791039e-07	2.16217555785e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	-0.023666301797	-0.00305899656972	-0.0016130830112	0.0012568944674	0.00123658714445	-0.00162527217912	-0.000628699497233	-0.000306063379362	1.9028114849e-05	0.000121689794293	-5.58112667616e-05	3.88147019134e-05	-9.62050822165e-06	-4.72130390675e-05	3.31584271601e-06	4.50964454864e-07	-1.05492549476e-06	-2.79120547002e-06	5.18142113239e-06	8.71942768356e-07	2.05095873988e-07	-8.53274485316e-07	-3.71783880308e-07	-3.63805690726e-08	5.98261678198e-08	-3.3748713954e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.0194345822134	-0.030948521237	-0.0493168623976	0.0122683410655	0.00750925179751	-0.00791396842246	0.0089325518831	0.00234455305899	0.00117395089323	0.000182422672486	-0.000555318498452	0.000306240912738	-0.000637519418842	-0.000219847957424	-1.04573436109e-05	-1.15621212011e-05	2.02106240428e-07	-1.77521979839e-05	-9.94789541865e-06	-4.1558085542e-06	-4.32718770698e-06	3.71883792635e-06	2.83016014913e-07	-3.51247957813e-07	-5.41898666586e-08	1.59686939014e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.233085428117	0.0062814991503	0.00256301282862	-0.00532265637729	-8.95656025573e-05	-0.00240352474053	0.00313789072702	0.00110408212694	-0.000617927560583	-4.59860529481e-05	0.000879518098186	0.000553018177917	0.000148386701787	-6.66015033702e-05	0.000142409720756	-8.8501890325e-05	1.65395423341e-05	-2.9205845934e-05	1.26641637556e-05	-1.88789167957e-05	4.84952567938e-06	3.53878170028e-06	-3.42587570753e-06	-3.87998436881e-06	-9.91167973313e-07	-1.05361563368e-07	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	-0.0818175897508	0.135977727926	0.00890070502186	0.0540140963647	0.000392052784962	0.00659615417415	-0.00210576319639	0.00238462548457	0.000462662117395	-0.000844320285917	-0.000301006008049	0.00094802869987	-0.000643065477535	-0.000145510922962	-3.81358387934e-05	-1.08302580133e-05	3.05880035131e-06	8.68187659878e-06	-3.23478243804e-06	7.38624004363e-06	-1.0014433556e-06	-7.11571110545e-07	1.36737762769e-06	2.93328156483e-07	-2.73760383247e-07	-3.00870785931e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.8033971267e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	-0.0366489138062	-0.0518636568385	-0.0368994448272	-0.00697028052797	-0.0143293950704	-0.00182233438106	0.0005837515687	0.000441481979217	0.000305380580687	7.04384374625e-05	-0.00075636176702	0.000239699339894	-0.000397873788694	0.000412737134425	-9.33958569097e-06	-1.87899069292e-05	1.14422038489e-07	-4.55300255026e-06	-7.74466817697e-06	2.48324071854e-06	-3.37360517207e-06	2.53665353571e-06	1.24454513863e-06	7.09130923532e-07	-4.39812898678e-08	9.12625083825e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	-0.0363776708867	-0.052092083397	-0.0370639767629	-0.00697144896645	-0.0143020609173	-0.0018675720266	0.000618245161155	0.000468982705763	0.000301609364808	7.99223912082e-05	-0.00075167298437	0.000250026782088	-0.000401224440943	0.000412668449192	-8.57693972481e-06	-2.127771517e-05	-7.14035599046e-07	-4.14763239133e-06	-8.68837946336e-06	2.54445578484e-06	-3.59853511757e-06	2.81480892967e-06	1.27363585323e-06	6.87536186976e-07	-6.38438226515e-08	9.55058705612e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even4;k__Bacteria;Other;Other;Other;Other;Other	0.369454342669	0.045143241159	0.042185543195	-0.0133351880948	-0.013125726559	0.00956531107811	0.000571192411496	0.000547739811943	5.16520248565e-05	-0.000839104361715	-0.000937585428086	-0.000170252884357	-8.39331574308e-05	0.000301073880975	-3.80008274103e-05	-5.7079286725e-06	9.66660856596e-06	-9.36065488064e-06	-1.62129266884e-05	2.72819665654e-06	-5.50345184976e-06	2.6841197843e-06	2.52491282634e-06	1.47367291974e-06	1.88216786016e-07	2.22775808887e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	-0.0328435697162	0.00244303425605	-0.0161956703306	-0.00115642221198	0.00118870130208	-0.000209446357754	-0.000851904034698	-0.000270219141558	-2.19086204486e-05	7.88791142945e-05	-0.000117267692416	-3.07227341729e-05	5.90678365959e-05	-2.3157077712e-05	-1.50469403477e-05	-1.58951731851e-06	-8.62221120159e-06	1.98860330506e-06	8.73238795172e-07	4.07860351461e-06	-1.14257688646e-06	-2.23193119519e-07	1.00453227201e-07	6.33635890452e-07	2.29015809373e-07	-1.31137017931e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even3;k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.00135449743414	0.00975639125253	-0.00966421655661	-0.00167333563065	-0.000620079028329	-0.000244065718573	-0.000381929223307	-0.000237881389065	-3.03268279996e-05	1.65411317997e-05	-3.75597047672e-05	-3.79741651877e-05	2.95082142721e-05	1.92338731095e-05	2.23325650007e-06	6.04108515406e-07	3.10338872817e-07	6.58385355791e-07	-4.03818613339e-09	2.94391701762e-07	6.96464095263e-08	-2.63221740726e-08	-2.77560077876e-08	6.93318545847e-08	2.92545129211e-08	-1.58329949526e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.224709049461	0.00362540861253	-0.00034290733114	-0.00525726319694	0.000777650700444	-0.00295104682656	0.00339319766374	0.0014367497552	-0.000657904778001	1.2591578838e-05	0.000909952904443	0.000706797661003	7.85203348806e-05	-7.72009103146e-05	0.000157614023623	-0.00010127867478	1.85424443919e-05	-3.66772137873e-05	2.02208806306e-05	-2.12909332183e-05	5.56743249003e-06	3.07948159367e-06	-4.4766842951e-06	-4.79160520073e-06	-1.16361325247e-06	-1.68026827117e-07	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	-0.0366122786851	-0.0516136431466	-0.0368599529995	-0.00693454716831	-0.0142546802122	-0.00185358639469	0.000614778140356	0.000457896177269	0.000307951699314	7.66310663512e-05	-0.000755371572024	0.00024252950019	-0.000401934476724	0.000413144070607	-9.75112728599e-06	-1.78600514652e-05	4.03093257417e-07	-4.29996710373e-06	-7.88008903344e-06	2.70115201697e-06	-3.41444405493e-06	2.50558915629e-06	1.2828653045e-06	7.36875684607e-07	-4.13504573633e-08	9.1651235647e-08	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.00133446315724	0.00966242586956	-0.0097119193625	-0.00167521320964	-0.000623301679413	-0.000246086424506	-0.000383901701902	-0.000235646637722	-3.19938360392e-05	1.49430110278e-05	-3.70900035678e-05	-3.63073053049e-05	2.96591196696e-05	1.9908196994e-05	1.88035113267e-06	6.97515768586e-07	2.2494925922e-07	5.23068907461e-07	-1.55938152561e-08	3.39341604719e-07	1.28458800084e-07	-5.28706869032e-08	-4.54655533314e-08	4.45176402995e-08	2.33646492063e-08	-3.20278698862e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other	0.0176605144468	-0.0282191729683	-0.0491588941239	0.0138784245358	0.00700386091548	-0.00771703411275	0.00881794282771	0.0024927985582	0.00130722694406	9.45641294152e-05	-0.000588011431574	0.000352557460838	-0.000722932580822	-0.000224219108728	-2.66548072419e-05	-1.67673342739e-05	9.40316428462e-06	-2.01069162527e-05	-1.10759948824e-05	-2.90400304887e-06	-5.19247083843e-06	3.22325611254e-06	1.08832398302e-06	-1.31511166702e-07	3.38449243323e-08	2.19983105317e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	-0.0855012221572	0.134437951695	0.0124533807781	0.0464476402484	0.00143618033611	0.00551397715709	-0.00173384157886	0.00216628573561	0.000356361087046	-0.000643129086829	-0.0003003090632	0.000834205343563	-0.000580373813997	-0.000145245121858	-3.637731526e-05	-1.17991280642e-05	3.23488092743e-06	1.1716664472e-05	-1.95977347133e-06	6.57560902071e-06	-4.48095461803e-07	-7.90624809067e-07	7.27094244666e-07	-1.09299757295e-07	-3.29729218843e-07	-7.01310518987e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.8033971267e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	-0.0327242769567	0.00191588222742	-0.0163567303335	-0.00121247071817	0.0010989338719	-0.000193686363542	-0.000867491511287	-0.000282621598828	-2.35763645602e-05	7.9410204369e-05	-0.000118487522226	-3.49480938996e-05	6.17623071879e-05	-2.24529897117e-05	-1.29752413325e-05	-2.99161797404e-06	-8.47636746801e-06	2.07473766098e-06	9.65822773787e-07	4.18623958027e-06	-1.17186938454e-06	-1.43337784855e-07	8.69558307758e-08	6.33122704251e-07	2.19533437708e-07	-4.20769530627e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	-0.082366929985	0.136359464026	0.0095161654678	0.0531144025384	0.000647291692517	0.0064265781901	-0.00201739165014	0.00237216920031	0.000463990966889	-0.000801760276038	-0.000303654157232	0.000930875237712	-0.000635540374511	-0.000145870333426	-3.73983642892e-05	-1.06887997222e-05	2.98856884337e-06	8.67430389144e-06	-3.30168848255e-06	7.44557048878e-06	-8.8327740923e-07	-8.5741011414e-07	1.45421885639e-06	4.13329292659e-07	-2.5564323962e-07	-2.97453871753e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.8033971267e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.211517153421	-0.000803558310109	-0.0041328064829	-0.00437163333737	0.00456319670764	-0.00241689108403	0.00264479339475	0.00105063322177	-0.000658327230324	-3.49968698034e-06	0.000981209901633	0.000560570708339	0.000208639834277	-0.000170318829211	0.000160569253805	-8.60410479356e-05	1.55409300195e-05	-3.19012551591e-05	1.6138498849e-05	-1.94989795415e-05	5.61359109015e-06	3.00925640802e-06	-3.82131805574e-06	-4.0260184121e-06	-9.52994447203e-07	-1.24889059913e-07	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	-0.0164812746489	-0.0147645083312	0.000347966925285	-0.00889339950633	0.00244443248655	0.0014375119101	0.00100756122765	0.000273560501151	-9.45407075062e-05	0.000109998068417	3.54620122592e-05	-0.00019636238559	6.30455741708e-05	-3.58748308853e-06	1.02072338906e-05	-8.84182449923e-07	-2.3107187095e-07	2.31756647421e-07	5.46130079493e-07	-1.56250688983e-06	3.69075260793e-07	1.64466827813e-07	-5.67292090477e-07	-3.37816750831e-07	-1.61932021412e-08	-1.62768265571e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
