,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
1635,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.2935131663455363,0.2417989417989418,0.2651581085001451,-0.5034306990345029,6.582467358599919e-192,-0.6635367188058262,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1771,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.8656891495601173,0.8296795952782462,0.8473019517795637,0.09210091291753039,3.57552348527599e-05,0.251119960730692,2.978686240255679e-30,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1907,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.2782334384858044,0.2280248190279214,0.2506393861892583,-0.5550461396109319,2.647693768845455e-248,-0.6877979253424442,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2043,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.8253588516746412,0.7718120805369127,0.7976878612716762,0.09824544807159855,7.16082813354297e-06,0.23120341198577227,1.2195952550014269e-26,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2179,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.8309945088468579,0.7596207473508088,0.7937062937062936,0.10214843278331677,3.210822596767555e-06,0.24402460240319437,1.9208917097918042e-29,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2315,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.2584856396866841,0.21521739130434783,0.23487544483985764,-0.548894682339469,7.929786043086025e-234,-0.7114204041440609,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2451,B2-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.8335336538461539,0.7646085997794928,0.7975848188614146,0.10526580510733613,1.4066041435742524e-06,0.2520060393131035,1.1856688380795388e-31,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2587,F1-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:partial-ref,0.27522349936143037,0.22648449816079874,0.24848659556068026,-0.5336411035508445,3.0140217812814173e-223,-0.691159572163215,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
4,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9797336421540244,0.9276315789473685,0.952970994086173,0.021038499240510277,0.36462433136969186,0.014232020795784131,0.5397124564179752,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
140,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9847887323943662,0.9814710836608647,0.983127109111361,0.03183398988050278,0.17605352798165994,0.1288970368020371,3.7991164615066706e-08,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
276,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9853768278965129,0.9859313449634215,0.9856540084388186,0.028881068280291505,0.2202943391751403,0.10887147781180834,3.5962919983034684e-06,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
412,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9484240687679083,0.8902635825712749,0.91842397336293,0.001645162536473453,0.9421377686309605,-0.02387878355124473,0.29203767236040157,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
548,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9648506151142355,0.9284103720405863,0.9462798046538352,0.06370411465235276,0.006351605186146535,0.2384429041835376,4.009203761813157e-25,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
684,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.984013230429989,0.9823885525591635,0.9832002203249793,0.030497516746060497,0.19028177182747966,0.12708818374442238,4.280089014412819e-08,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
820,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9816414686825053,0.9337442218798151,0.9570939720979206,0.03110993239881408,0.16632319212872593,0.027939000233104687,0.21387569168685266,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
956,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9887514060742407,0.9837716843872412,0.9862552594670406,0.029728007322808774,0.20655062306350164,0.12141512758535684,2.257180348201625e-07,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1092,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9576690489279824,0.9110878661087866,0.9337979094076655,-0.00574011176813902,0.7980744898717851,-0.02482805336251927,0.268397204730411,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1228,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9461756373937678,0.894962486602358,0.9198567887634261,0.021891832130937313,0.33257616598854,0.007779796273832867,0.7306209414312321,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1364,F2-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9535887749595251,0.9089506172839507,0.9307347906241769,0.016224951588047393,0.4650103904774635,0.0032164263452190557,0.8848459797161824,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1500,B2-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9566998244587478,0.9242509892594686,0.9401955146635997,0.06440246671205854,0.00567824863854745,0.22576417387459072,9.950147466171282e-23,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1636,F1-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9793871866295265,0.9301587301587302,0.9541383989145183,0.035099022639295326,0.12350236300736644,0.032069980549023804,0.1593550727043704,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1772,B1-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9841718485019785,0.9786396852164138,0.9813979706877114,0.03564541080122025,0.12985415329816308,0.13701614934572443,4.976246402111392e-09,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1908,F1-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9821525148729042,0.9389865563598759,0.9600845889505683,0.02396427737087059,0.2880933537848841,0.019466829024023323,0.3881903506936173,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2044,B2-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9576811594202899,0.9239373601789709,0.9405066894392257,0.063356445048324,0.0062557902875532215,0.2339952966196351,1.4558537553474514e-24,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2180,B2-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9645966337782936,0.9269380925822643,0.9453924914675768,0.061292107060666054,0.008294911611932354,0.2183619750869493,1.8900397203312806e-21,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2316,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9590909090909091,0.9173913043478261,0.9377777777777777,0.01233166923238516,0.589964389654996,-0.006961388807691042,0.7609745741310783,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2452,B2-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9642857142857143,0.9228224917309813,0.9430985915492958,0.06604477839002795,0.004212379276449618,0.24162029726864287,2.512203375419836e-26,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
2588,F1-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:1:0.9:1.0:full-ref,0.9746556473829201,0.929584866001051,0.9515868746637978,0.02174687365045208,0.3372730750531664,0.013734158532838069,0.5445359479074352,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
5,F1-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.8895238095238095,0.25603070175438597,0.3976160068114091,0.0597219458235913,0.009557220859946765,-0.000262645162109075,0.9909150767489892,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
141,B1-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9832970225127088,0.7602470522178552,0.857504749841672,0.1255226569263802,8.850918537193059e-08,0.4604014828356137,2.4844473405653862e-95,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
277,B1-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9805194805194806,0.7647720877884074,0.859310780904205,0.12945968424513793,3.428154085680271e-08,0.455149956161917,6.030909263258096e-93,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
413,F2-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.945273631840796,0.3066164604626143,0.46303818034118605,0.13284150871304698,6.626439491961783e-09,0.0812674685854446,0.00040253068503752455,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
549,B2-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.96852871754524,0.6939120631341601,0.8085385878489327,0.14658100754188946,3.5495742045503936e-10,0.4848242585305687,1.4309912867736076e-107,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
685,B1-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9792412312097352,0.7528893780957623,0.851275668948351,0.12401713621972472,9.019408784352152e-08,0.4453688492768484,1.234848643896091e-90,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
821,F1-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9095744680851063,0.26348228043143296,0.4086021505376344,0.06924526387835621,0.0019550676953180315,0.023579029820718488,0.292136735030143,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
957,B1-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9862815884476535,0.7644096250699496,0.8612862547288777,0.12409251458677716,1.220655405709132e-07,0.46309799335997864,1.1198163400930898e-96,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1093,F2-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9365609348914858,0.29341004184100417,0.44683393070489846,0.08142831250871314,0.0003188913186630834,0.028679053164346092,0.20555568671672825,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1229,F2-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9547920433996383,0.2829581993569132,0.43654402645721374,0.16886816960768547,1.4504369752071342e-13,0.1537864138398393,1.7788934589326995e-11,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1365,F2-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.940032414910859,0.29835390946502055,0.45294806716126507,0.13496291002021063,1.631434253380352e-09,0.0981552029303684,1.2057377155262282e-05,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1501,B2-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9687743950039032,0.7015262860373093,0.8137704918032787,0.1439623833844644,7.704902109618442e-10,0.4771692514273801,1.6346690765600377e-103,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1637,F1-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.897196261682243,0.25396825396825395,0.3958762886597938,0.12158546800402574,7.502580765350573e-08,0.05525172988364946,0.01480904580993931,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1773,B1-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9843416370106761,0.7774030354131535,0.868718592964824,0.1262633853928338,7.607501187417105e-08,0.4561431261719237,3.0536790344227932e-93,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1909,F1-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9085923217550275,0.25698035160289556,0.4006449012494962,0.10355394832090231,3.799930339955052e-06,0.05092976355848764,0.023294977356622663,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2045,B2-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9585289514866979,0.6851230425055929,0.7990867579908675,0.14492469740996783,4.182790605883807e-10,0.4854035754305793,1.938208957643824e-109,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2181,B2-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9802058590657166,0.690462911321807,0.8102094240837696,0.14666120127396134,3.3200860062558754e-10,0.518147989299173,1.8882008687575286e-125,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2317,F2-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9622641509433962,0.3048913043478261,0.46306231943871234,0.152556260443655,3.658505121639451e-11,0.13200353976145557,1.082420957769898e-08,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2453,B2-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9661417322834646,0.6764057331863286,0.7957198443579766,0.15188697895425782,4.7346022937494486e-11,0.4831142770517414,3.317290942601458e-109,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2589,F1-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.9:1.0:full-ref,0.9024822695035462,0.2674724119810825,0.4126469396027564,0.10361936924979236,4.337296644476948e-06,0.04920636370909269,0.029460030589820184,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
6,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.2793821356615178,0.22807017543859648,0.2511319046181708,-0.5685417247047679,9.343076042723017e-248,-0.6875926507503446,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
142,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8488032691185056,0.8163952835485683,0.8322839152833429,0.09094874189693562,3.8914162212205596e-05,0.2512479583384523,9.714626350810232e-31,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
278,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8497041420118343,0.8081035453010692,0.828381886357081,0.09607872446370366,1.4423416401815925e-05,0.23779041663509293,1.6731566636451787e-27,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
414,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.2605820105820106,0.21194190424959655,0.2337585286265203,-0.566925162916585,8.570282080390041e-253,-0.7082941298582156,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
550,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8313180169286578,0.7750845546786922,0.8022170361726955,0.10113372191433127,4.403705902245921e-06,0.23944150961862473,3.6990912440546726e-28,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
686,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8486612339930152,0.802421574023115,0.8248939179632249,0.09159314738168577,2.908001707116904e-05,0.23815705009539131,3.575502500808826e-28,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
822,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.27579617834394904,0.2223934257832563,0.24623258458913846,-0.6077714936910598,6.4421096867176e-311,-0.6974758163509212,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
958,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8541051388068518,0.8091773922775601,0.8310344827586207,0.09176302311587806,3.40251330743949e-05,0.24263366132842915,1.2221472008032893e-28,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1094,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.25223499361430396,0.2065899581589958,0.22714203565267393,-0.6057145735194297,3.5773535288118007e-308,-0.7203088129830336,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1230,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.2446877012234385,0.20364415862808147,0.22228721848493713,-0.5469743680455452,9.439065140304802e-237,-0.7054343162773619,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1366,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.25818639798488663,0.2109053497942387,0.23216308040770103,-0.5818055608514145,2.6223285262241165e-282,-0.7031444833322201,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1502,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8327250608272506,0.7738835500282646,0.8022267799589804,0.10146212133362491,4.302153500932683e-06,0.24106856585078948,2.0588378197103372e-28,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1638,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.2935131663455363,0.2417989417989418,0.2651581085001451,-0.5034306990345029,6.582467358599919e-192,-0.6635367188058262,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1774,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8656891495601173,0.8296795952782462,0.8473019517795637,0.09210091291753039,3.57552348527599e-05,0.251119960730692,2.978686240255679e-30,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
1910,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.2782334384858044,0.2280248190279214,0.2506393861892583,-0.5550461396109319,2.647693768845455e-248,-0.6877979253424442,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2046,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8253588516746412,0.7718120805369127,0.7976878612716762,0.09824544807159855,7.16082813354297e-06,0.23120341198577227,1.2195952550014269e-26,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2182,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8309945088468579,0.7596207473508088,0.7937062937062936,0.10214843278331677,3.210822596767555e-06,0.24402460240319437,1.9208917097918042e-29,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2318,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.2584856396866841,0.21521739130434783,0.23487544483985764,-0.548894682339469,7.929786043086025e-234,-0.7114204041440609,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2454,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.8335336538461539,0.7646085997794928,0.7975848188614146,0.10526580510733613,1.4066041435742524e-06,0.2520060393131035,1.1856688380795388e-31,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
2590,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.8:1:0.9:1.0:partial-ref,0.27522349936143037,0.22648449816079874,0.24848659556068026,-0.5336411035508445,3.0140217812814173e-223,-0.691159572163215,0.0,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 8.0]"
7,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:3:0.9:1.0:full-ref,1.0,0.38980263157894735,0.5609467455621302,0.1424564761760822,9.89489834590934e-10,0.1416811613044224,1.2207337651985766e-09,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
143,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:3:0.9:1.0:full-ref,0.9984984984984985,0.746771476698484,0.8544812078380983,0.12930320838974121,4.2751882955488905e-08,0.45963822708560165,6.749239356031622e-94,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
279,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:3:0.9:1.0:full-ref,0.997716894977169,0.7377602701181767,0.848269168553866,0.13978710993155713,3.1692536534789537e-09,0.4818407940834187,3.922675499158424e-104,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
415,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:3:0.9:1.0:full-ref,1.0,0.3324367939752555,0.4989907145740815,0.18220024111831595,2.4362610321551168e-15,0.17022036134011762,1.4873338380074248e-13,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
551,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:3:0.9:1.0:full-ref,0.9973094170403587,0.6268320180383314,0.76981654551748,0.16822533684405733,9.51242136346479e-13,0.5432231159765444,5.749273244636166e-137,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
687,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:3:0.9:1.0:full-ref,1.0,0.7275729223995597,0.8423064670277158,0.13208098416599792,1.5949784234827296e-08,0.462966700626307,3.4070514103637525e-97,[3.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
