,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list,Precision,Recall,F-measure
50,B1-REF,6,0,naive-bayes,"0.001:[9,9]:0.6",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031578947368421054, 0.01098901098901099, 0.0031545741324921135]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031496062992125984, 0.010723860589812334, 0.0028612303290414874]"
51,B1-REF,6,0,naive-bayes,"0.001:[9,9]:0.7",0.002617801047120419,0.0,0.005235602094240838,0.9921465968586387,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068241469816272965, 0.031662269129287601, 0.011331444759206799, 0.0033112582781456954]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068152031454783754, 0.031537450722733243, 0.010884353741496598, 0.0029239766081871343]"
52,B1-REF,6,0,naive-bayes,"0.001:[9,9]:0.8",0.002617801047120419,0.0,0.007853403141361256,0.9895287958115183,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068241469816272965, 0.031830238726790451, 0.011730205278592375, 0.0034965034965034965]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068152031454783754, 0.031620553359683792, 0.011065006915629325, 0.0029940119760479044]"
53,B1-REF,6,0,naive-bayes,"0.001:[9,9]:0.9",0.002617801047120419,0.0,0.010471204188481676,0.9869109947643979,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068241469816272965, 0.031914893617021274, 0.012048192771084338, 0.0038022813688212928]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068152031454783754, 0.031662269129287594, 0.011204481792717087, 0.0031007751937984496]"
54,B1-REF,6,0,naive-bayes,"0.001:[9,9]:1.0",0.0,0.0,0.6596858638743456,0.3403141361256545,"[218, 109, 33, 16, 3, 2, 1, 0]","[0, 0.35256410256410259, 0.15492957746478872, 0.076923076923076927, 0.063829787234042548, 0.033333333333333333, 0.0]","[0, 0.14397905759162305, 0.057591623036649213, 0.015706806282722512, 0.0078534031413612562, 0.002617801047120419, 0.0]","[0, 0.20446096654275095, 0.083969465648854949, 0.026086956521739126, 0.013986013986013986, 0.0048543689320388345, 0.0]"
55,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.0",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
56,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.1",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
57,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.2",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
58,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.3",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010498687664041995, 0.002631578947368421]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010484927916120577, 0.0026246719160104987]"
59,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.4",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010554089709762533, 0.0027100271002710027]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010512483574244415, 0.0026631158455392811]"
60,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.5",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031496062992125984, 0.01078167115902965, 0.0028169014084507044]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.03145478374836172, 0.010624169986719788, 0.0027137042062415195]"
61,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.6",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031496062992125984, 0.0111731843575419, 0.0030120481927710845]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.03145478374836172, 0.010810810810810811, 0.0028011204481792717]"
62,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.7",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031746031746031744, 0.011363636363636364, 0.0031645569620253164]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031578947368421047, 0.010899182561307902, 0.0028653295128939823]"
63,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.8",0.002617801047120419,0.0,0.007853403141361256,0.9895287958115183,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068241469816272965, 0.032085561497326207, 0.011799410029498525, 0.0033670033670033669]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068152031454783754, 0.031746031746031751, 0.011095700416088766, 0.0029455081001472758]"
64,B1-REF,6,0,naive-bayes,"0.01:[10,10]:0.9",0.002617801047120419,0.0,0.010471204188481676,0.9869109947643979,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068241469816272965, 0.032258064516129031, 0.012422360248447204, 0.0036231884057971015]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068152031454783754, 0.031830238726790451, 0.011363636363636362, 0.0030395136778115506]"
65,B1-REF,6,0,naive-bayes,"0.01:[10,10]:1.0",0.0,0.0,0.9057591623036649,0.09424083769633508,"[317, 44, 12, 4, 3, 1, 1, 0]","[0, 0.4375, 0.23076923076923078, 0.27777777777777779, 0.18181818181818182, 0.125, 0.0]","[0, 0.054973821989528798, 0.02356020942408377, 0.013089005235602094, 0.005235602094240838, 0.002617801047120419, 0.0]","[0, 0.097674418604651148, 0.04275534441805226, 0.025000000000000001, 0.010178117048346057, 0.0051282051282051282, 0.0]"
66,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.0",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
67,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.1",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
68,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.2",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
69,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.3",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010498687664041995, 0.0026595744680851063]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010484927916120577, 0.0026385224274406336]"
70,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.4",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010582010582010581, 0.0027100271002710027]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010526315789473684, 0.0026631158455392811]"
71,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.5",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031496062992125984, 0.010869565217391304, 0.0028089887640449437]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.03145478374836172, 0.010666666666666666, 0.0027100271002710027]"
72,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.6",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068241469816272965, 0.031914893617021274, 0.011204481792717087, 0.0029498525073746312]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068152031454783754, 0.031662269129287594, 0.010825439783491207, 0.0027739251040221915]"
73,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.7",0.002617801047120419,0.0,0.005235602094240838,0.9921465968586387,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.06860158311345646, 0.032171581769436998, 0.011661807580174927, 0.0031847133757961785]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068331143232588709, 0.031788079470198675, 0.011034482758620691, 0.0028735632183908046]"
74,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.8",0.002617801047120419,0.0,0.007853403141361256,0.9895287958115183,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.16010498687664043, 0.06860158311345646, 0.032258064516129031, 0.012232415902140673, 0.0034246575342465752]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15989515072083879, 0.068331143232588709, 0.031830238726790451, 0.011283497884344146, 0.002967359050445104]"
75,B1-REF,6,0,naive-bayes,"0.01:[8,8]:0.9",0.002617801047120419,0.0,0.013089005235602094,0.9842931937172775,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.16010498687664043, 0.06860158311345646, 0.032697547683923703, 0.013114754098360656, 0.00390625]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15989515072083879, 0.068331143232588709, 0.032042723631508681, 0.011644832605531296, 0.0031347962382445144]"
76,B1-REF,6,0,naive-bayes,"0.01:[8,8]:1.0",0.0,0.0,0.9214659685863874,0.07853403141361257,"[315, 52, 9, 3, 2, 1, 0, 0]","[0, 0.38461538461538464, 0.19354838709677419, 0.17647058823529413, 0.076923076923076927, 0.0, 0.0]","[0, 0.039267015706806283, 0.015706806282722512, 0.0078534031413612562, 0.002617801047120419, 0.0, 0.0]","[0, 0.071258907363420429, 0.029055690072639223, 0.015037593984962403, 0.0050632911392405064, 0.0, 0.0]"
77,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.0",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
78,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.1",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
79,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.2",0.002617801047120419,0.0,0.0,0.9973821989528796,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]"
80,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.3",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010498687664041995, 0.0026455026455026454]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010484927916120577, 0.002631578947368421]"
81,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.4",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010526315789473684, 0.002717391304347826]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010498687664041995, 0.0026666666666666666]"
82,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.5",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010752688172043012, 0.002840909090909091]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010610079575596818, 0.0027247956403269754]"
83,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.6",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031496062992125984, 0.011080332409972299, 0.002976190476190476]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.03145478374836172, 0.010767160161507401, 0.0027855153203342618]"
84,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.7",0.002617801047120419,0.0,0.002617801047120419,0.9947643979057592,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031830238726790451, 0.011428571428571429, 0.003134796238244514]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031620553359683792, 0.010928961748633878, 0.0028530670470756064]"
85,B1-REF,6,0,naive-bayes,"0.01:[9,9]:0.8",0.002617801047120419,0.0,0.005235602094240838,0.9921465968586387,"[28, 225, 68, 35, 14, 8, 3, 1]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031830238726790451, 0.011904761904761904, 0.0034246575342465752]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031413612565445025, 0.010471204188481676, 0.002617801047120419]","[0, 0.33769633507853403, 0.15968586387434555, 0.068062827225130892, 0.031620553359683792, 0.011142061281337047, 0.002967359050445104]"
